-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
12.14.2021 14:57:18:121,TP22176,C BOT_moral,Spawned,-4,2, 1,1, 0,4,
12.14.2021 14:57:18:123,TP22176,B BOT_moral,Spawned,-14,4, 1,7, -6,1,
12.14.2021 14:57:18:123,TP22176,A,Spawned,-8,8, 1,7, -10,5,
12.14.2021 14:57:18:135,TP22176,C BOT_moral,exitTP,5,3, 0,5, -4,2,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
12.14.2021 14:57:23:85,TP22176,A,Move,6,1, 1,1, 5,0,-0,2, -0,4, -0,2
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
